Article Title,Authors,Journal Name,Year,Volume,Issue
"PRELIMINARY PHYTOCHEMICAL STUDIES ON LEAVES OF VITEX SPECIES (VERBENACEAE), USED BY THE LOCAL ADIVASI COMMUNITIES OF ANDHRA PRADESH",,,,,
PREPARATION OF ANTARDHUMA RASASINDURA RED SULPHIDE OF MERCUR BY ADHASEKATA YANTRA VIS-A-VIS TRADITIONAL METHOD,,,,,
SCANNING ELECTRON AND LIGHT MICROSCOPIC CHARACTERS RELATED WITH TAXONOMIC TREATMENT OF THE MEDICINAL PLANT POGOSTEMON BENGHALENSIS (BURM.F.) KUNTZE IN COMPARISON TO PACHOULI (LAMIACEAE),,,,,
PRELIMINARY PHYTOCHEMICAL SCREENING OF THE VARIOUS EXTRACTS OF ROTULA AQUATICA LOUR.,,,,,
ISOLATION AND CHARACTERIZATION OF BIOACTIVE PHYTOCONSTITUENT FROM THE LEAVES OF CASSIA AURICULATA,,,,,
PHARMACOGNOSTICAL EVALUATION OF BIJAPURA (CITRUS MEDICA LINN.) LEAVES,,,,,
PHARMACOGNOSTICAL AND PHARMACEUTICAL ANALYSIS OF SHATAPUSHPADYA CHURNA,,,,,
HPTLC ANALYSIS OF THE ROOTS OF TAVERNIERA CUNEIFOLIA (ROTH) ALI,"1. Poonam Mangalorkar, 2. Sunita Shailajan,1. Padamnabhi Nagar.",Journal of Pharmaceutical and Scientific Innovation,2014,3,2
ANALYSIS OF THE MERCURY IN COMMONLY USED MEDICINAL PLANTS,,,,,
PHYTOCHEMICAL SCREENING IN LEAF EXTRACTS OF CASSIA ANGUSTIFOLIA (Vahl) GROWN IN DIFFERENT SOIL TREATMENTS,,,,,
ESTIMATION OF TOTAL PHENOLIC AND FLAVONOID CONTENT OF POLYHERBAL FORMULATION DASHANG LEPA,,,,,
PHARMACOGNOSTICAL AND PHARMACEUTICAL EVALUATION OF SHVETA PALANDU SWARASA BHAVITA YAVANI VATI,,,,,
INTERACTION BETWEEN HEMIPARASITIC- DENDROPHTHOE FALCATA (L.) ETTING. ON MANGIFERA INDICA LINN. - SOME OBSERVATIONS,,,,,
OXIDATIVE STABILISATION OF ANCHOVY (ENGRAULIS ENCRASICOLUS) OIL WITH POMEGRANATE (PUNICA GRANATUM) SEED EXTRACT,,,,,
"ZINC ESTIMATION IN HERBAL FORMULATIONS, BY COMPLEXOMETRIC METHOD: AN ALTERNATIVE TO ATOMIC ABSORPTION SPECTROMETRY",,,,,
"DESIGN, DEVELOPMENT AND EVALUATION OF CURCUMIN LIPOSOMES",,,,,
PHYSICOCHEMICAL PROPERTIES OF AGED SOYBEAN COMPONENTS,,,,,
STANDARDIZATION OF ABHYARISHTA AS PER WHO GUIDELINES,"Shreyansh S. Mutha, Veena S. Kasture, Seema A. Gosavi, Rasika D Bhalke., Sarita S. Pawar.",World Journal of Pharmacy and Pharmaceutical Sciences,2014,3,1
FORMULATION & EVALUATION OF TOPICAL ANTIBACTERIAL HERBAL GEL OF CORIANDER AND EUCALYPTUS OIL,,,,,
"MORPHOLOGICAL, MICROSCOPIC AND CHEMICAL COMPARISON BETWEEN NIGELLA SATIVA L. CV (BLACK CUMIN) AND NIGELLA DAMASCENA L. CV",,,,,
EFFECTS OF FREE LIPID ENRICHMENT ON THE QUALITY FACTORS OF WHEAT FLOUR,,,,,
QUANTITATIVE PHYTOCHEMICAL ANALYSIS OF OXALIS CORNICULATA L. (OXALIDACEAE),,,,,
PHYTOCHEMICAL SCREENING OF VARIOUS ETHANOLIC SEED EXTRACTS,,,,,
BIOSYNTHESIS OF GOLD NANOPARTICLES USING PIPER NIGURM AND THEIR ANTIBACTERIAL ACTIVITY,,,,,
FT-IR AND GC-MS DETERMINATION OF BIOACTIVE CONSTITUENTS OF ALOE BARBADENSIS MILLER (LILIACAE).,,,,,
EVALUATION OF PHYSICOCHEMICAL AND PYTOCHEMICAL STUDY OF POLYHERBAL FORMULATION,,,,,
NUTRITIONAL AND FUNCTIONAL PROPERTIES OF TAMARINDUS INDICA PULP AND ZIZYPHUS SPINA- CHRISTI FRUIT AND SEED,,,,,
PHARMACEUTICO ANALYTICAL STUDY OF BAHIRDHUM AND ANTARDHUM SAMEERPANNAG RASA,"1. Dr. Rajesh Dhaked, 2. Dr. Mahendra Singh, 3. Dr. Richa Singh, 4. Dr. Siddaram Arawatti.",World Journal of Pharmacy and Pharmaceutical Sciences,2014,3,1
PHARMACOGNOSTIC STANDARDIZATION AND HPTLC FINGERPRINT OF CRATAEVA TAPIA L. SEEDS,,,,,
PHYSICO-CHEMICAL STUDY OF ARSENIC TRIOXIDE (SOMAL) BEFORE AND AFTER DETOXIFICATION (SHODHAN),,,,,
ACCUMULATION OF ANTIOXIDATIVE VITAMINS AND MINERALS IN SEEDS OF OIL PUMPKIN (CUCURBITA PEPO L. VAR. STYRIACA) CULTIVARS,,,,,
PHYTOPARMACOGNOSTICAL AND ANATOMICAL STUDIES MOMORDICA DIOICA ROXB. (CUCURBITACEAE) LEAF,,,,,
MOLECULAR PHYLOGENY OF PTEROCARPUS MARSUPIUM AND PTEROCARPUS SANTALINUS,,,,,
DEVELOPMENT OF POLYHERBAL ANTIMALARIAL FORMULATION,,,,,
CHEMICAL CHARECTERIZATION OF VOLATILE OIL COMPONENTS OF CITRUS RETICULATA BY GC-MS ANALYSIS,,,,,
ALOE VERA: A PLANT FOR MANY USES,,,,,
EFFECT OF ACETYL SALICYLIC ACID ON FATTY ACID COMPOSITION OF GROUNDNUT (ARACHIS HYPOGAEA L.) SEEDS,,,,,
"A BRIEF STUDY ON PHYTOCHEMICAL COMPOUNDS PRESENT IN COCCINIA CORDIFOLIA FOR THEIR MEDICINAL, PHARMACOLOGICAL AND INDUSTRIAL APPLICATIONS","Sanskriti Gautam, Anju Meshram, Nidhi Srivastava.",World Journal of Pharmacy and Pharmaceutical Sciences,2014,3,2
PHARMACOGNOSTICAL AND QUALITY CONTROL PARAMETERS OF ORIGANUM MAJORANA LINN. STEM AND ROOT.,,,,,
THE EFFECTS OF MODIFIED ATMOSPHERE PACKAGING AND STORAGE TEMPERATURE ON QUALITY AND BIOCHEMICAL PROPERTIES OF DILL (ANETHUM GRAVEOLENS) LEAVES,,,,,
ACCEPTABILITY AND ANTIOXIDANT PROPERTIES OF A SEMI-DRIED AND SMOKED TOMATO PRODUCT,,,,,
RP- HPLC FOR THE DETECTION OF FLAVONOIDS IN THE METHANOL EXTRACT OF DOLICHANDRONE ATROVIRENS SPRGUE BARK,,,,,
"PROXIMATE ANALYSIS AND PHYSICO-CHEMICAL PROPERTIES OF SOME LEGUMINOUS SEEDS (MUCUNA VERACRUZ WHITE, MUCUNA PRUNIENS UTILIS AND MUCUNA RAJADA)",,,,,
QUALITATIVE AND PHYSIOLOGICAL RESPONSE OF MINIMALLY PROCESSED GARDEN CRESS (LEPIDIUM SATIVUM L.) TO HARVEST HANDLING AND STORAGE CONDITIONS,,,,,
"DEFLUORIDIZATION USING A NATURAL ADSORBENT, CISSUS QUADRANGULARIS",,,,,
"PHARMACOGNOSTICAL STUDIES ON THE TUBER OF BRACHYSTELMA EDULIS COLL. AND HELMSL. - AN ENDEMIC TO PENINSULAR, INDIA.",,,,,
STEM BARK OF MANILKARA HEXANDRA (ROXB.) DUBARD - PHARMACOGNOSY,,,,,
"EVALUATION OF PHARMACOGNOSTIC, PHYSICOCHEMICAL STUDIES AND HEAVY METAL ANALYSIS OF MEDICINAL PLANT SOLANUM ERIANTHUM D. DON","1. J.Sirajudeen, 2. J.Muneer Ahamath.",World Journal of Pharmacy and Pharmaceutical Sciences,2014,3,5
A STUDY ON PHYTOCHEMICAL AND CHROMOTOGRAPHIC ASSAY ON TRAGIA INVOLUCRATA,,,,,
GREEN SYNTHESIS OF SILVER NANOPARTICLES BY COCCINIA GRANDIS FLOWER EXTRACT,,,,,
PHYTOCHEMICAL ANALYSIS AND ANTIMICROBIAL ACTIVITY OF GALLS OF PISTACIA INTEGERRIMA STEW EX. BRAND,,,,,
ISOLATION AND CHARACTERIZATION OF NOVEL COMPOUNDS FROM FRUITS OF ZANTHOXYLUM LIMONELLA,,,,,
EFFECTS OF OLIVE PHENOLICS ON OXIDATIVE STABILITY OF SUNFLOWER OIL,,,,,
GCMS ANALYSIS OF BIOACTIVE CONSTITUENTS,,,,,
SYNTHESIS AND CHARACTERIZATION OF FATTY ACID,,,,,
PHARMACOGNOSTIC EVALUATION OF PIPPALI MULA (ROOT OF PIPER LONGUM LINN.) W.S.R. TO MICROMETRIC AND ISOLATION TECHNIQUES,,,,,
PHARMACOLOGICAL CHARACTERIZATION AND BENEFICIAL USES OF PUNICA GRANATUM,,,,,
EFFECT OF LANTANA MANURES ON NUTRIENT CONTENT OF FENUGREEK (TRIGONELLA - FOENUM GRAECUM L.).,"Sangita Ghadge,1. Bharati Jadhav.",Bioscience Discovery,2013,4,2
AMOMUM SUBULATUM ROXB: A CRITICAL REVIEW OF PHARMACOLOGICAL AND PHYTOCHEMICAL DATA,,,,,
OCIMUM SANCTUM LINN: A REVIEW ON PHYTOPHARMACOLOGY AND THERAPEUTIC POTENTIAL OF TULSI,,,,,
COMPARATIVE PHARMACOGNOSTICAL EVALUATION OF ROOTS OF FOUR RAUWOLFIA SPECIES,,,,,
REVERSED-PHASE HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY METHOD FOR ANALYSIS OF CURCUMINOIDS AND CURCUMINOID-LOADED LIPOSOME FORMULATION,,,,,
DEVELOPMENT AND VALIDATION OF HIGH-PERFORMANCE THIN LAYER CHROMATOGRAPHIC METHOD FOR URSOLIC ACID IN MALUS DOMESTICA PEEL,,,,,
A VALIDATED HIGH-PERFORMANCE LIQUID CHROMATOGRAHY METHOD FOR ESTIMATION OF FERULIC ACID IN ASAFOETIDA AND POLYHERBAL PREPARATION,,,,,
COMPOSITION OF ESSENTIAL OIL AND PHENOLIC COMPOUNDS OF THE ANTI-ULCEROGENIC HERB TEA,,,,,
COMPARATIVE PRIMARY PHYTO AND PHYSICO-CHEMICAL PROPERTIES OF PHELLINUS SPP,,,,,
COMPARATIVE STUDIES ON PHYSICOCHEMICAL PROPERTIES AND GC ANALYSIS OF FATTY OIL OF THE TWO VARIETIES OF THE MYRISTICA FRAGRANS HOUTT (NUTMEG) SEED,,,,,
IN VITRO CALLUS CULTURE IN RAUVOLFIA TETRAPHYLLA L.: INDOLE ALKALOID PRODUCTION,"1. S. Anitha, 2. B.D. Ranjitha Kumari.",Asian Journal of Plant Sciences,2013,12,1
"QUALITY PARAMETERS, FATTY ACID PROFILING AND ESTIMATION OF UMBELLIFERONE IN GRAHANIMIHIRA TAILAM: AN AYURVEDIC OIL PREPARATION",,,,,
"EVALUATION OF PROXIMATE AND MINERAL COMPOSITION OF WILD EDIBLE LEAVES, TRADITIONALLY USED BY THE LOCAL PEOPLE OF MEGHALAYA STATE IN INDIA",,,,,
ANALYTICAL STUDY OF BALAASHWAGANDHA TAILA,,,,,
PHARMACOGNOSTICAL EVALUATION OF CARDIOSPERMUM HALICACABUM LINN. LEAF AND STEM,,,,,
PHARMACOGNOSTICAL EVALUATION ON TANNIN CONTENT IN HARITAKI LEAVES (TERMINALIA CHEBULA RETZ. -COMBRETACEAE) BEFORE AND AFTER FLOWERING-FRUITING,,,,,
SCIENTIFIC INSIGHTS IN THE PREPARATION AND CHARACTERISATION OF A LEAD-BASED NAGA BHASMA,,,,,
VALIDATION OF STANDARD MANUFACTURING PROCEDURE OF GUDUCISATTVA (AQUEOUS EXTRACT OF TINOSPORA CORDIFOLIA (WILLD.) MIERS) AND ITS TABLETS,,,,,
"HERBAL FORMULATIONS USED IN TREATMENT OF KIDNEY STONE BY NATIVE FOLKLORE OF NIZAMABAD DISTRICT, ANDHRA PRADESH, INDIA",,,,,
PHARMACOGNOSTIC AND PHYTOCHEMICAL INVESTIGATION OF THE LEAVES OF MALVASTRUM COROMANDELIANUM (L.) GARCKE,,,,,
FABRICATION AND EVALUATION OF CURCUMIN-LOADED NANOPARTICLES BASED ON SOLID LIPID AS A NEW TYPE OF COLLOIDAL DRUG DELIVERY SYSTEM,"J. CHEN, W. T. DAI, Z. M. HE, L. GAO, 1. X. HUANG, 1. J. M. GONG, H. Y. XING, 1. W. D. CHEN.",Indian Journal of Pharmaceutical Sciences,2013,75,2
DEVELOPMENT AND VALIDATION OF HPTLC METHOD FOR DETERMINATION OF 6-GINGEROL IN SOFT GELATIN CAPSULE CONTAINING GINGER OLEORESIN,,,,,
A PRELIMINARY PHYTOCHEMICAL AND HPTLC STUDY OF COTTON SEED (GOSSYPIUM HERBACEUM LINN.),,,,,
NUTRITIONAL POTENTIAL OF FICUS RACEMOSA L. FRUITS,,,,,
"MINERAL CONTENTS, FABACEOUS PLANT SPECIES, RAJASTHAN DESERT",,,,,
GC-MS AND MOLECULAR DOCKING STUDIES FOR IDENTIFICATION OF NOVEL MOSQUITO REPELLENT COMPOUNDS IN OCIMUM TENUIFLORUM VAR. CIM-AYU,,,,,
FORMULATION AND EVALUATION OF ALSTONIA BOONEI STEM BARK POWDER TABLETS,,,,,
SIMULTANEOUS ANALYSIS AND QUANTIFICATION OF MARKERS OF MANJISTHADI CHURNA USING HIGH PERFORMANCE THIN LAYER CHROMATOGRAPHY,,,,,
DETERMINATION OF STEROIDAL SAPONINS AND FIXED OIL CONTENT IN FENUGREEK (TRIGONELLA FOENUM-GRAECUM) GENOTYPES,,,,,
DETAIL PHYTOCHEMICAL STUDY OF APHANAMIXIS POLYSTACHYA (WALL) PARKER,,,,,
PHYSICOCHEMICAL AND PHYTOCHEMICAL EVALUATION OF AMARANTHUS CAUDATUS.,"GP. Viswa Preeth, Merina Paul Das.","Research Journal of Pharmaceutical, Biological and Chemical Sciences",2014,5,4
"BIOACTIVE AND NUTRACEUTICAL COMPOUND MANIPULATION IN HIBISCUS SABDARIFFA L. LEAVES: A COMMON UNDERSHRUB CONSUMED BY THE BODO TRIBES OF BTC, ASSAM, INDIA",,,,,
EXTRACTION OF TUVARAKA BEEJA TAILA,,,,,
DOCOSAHEXAENOIC ACID CONTENT IS SIGNIFI CANTLY HIGHER IN GHRITA PREPARED BY TRADITIONAL AYURVEDIC METHOD,,,,,
"PHYTOCHEMICAL SCREENING, ESTIMATION OF TOTAL PHENOL AND FLAVONOID CONTENT OF THE LEAVES OF SMILAX PERFOLIATA LOUR.",,,,,
PHYTOCHEMICAL SCREENING OF SOME TRADITIONAL MEDICINAL PLANTS.,,,,,
ANALYTICAL STUDY OF VANGA BHASMA,,,,,
DEVELOPMENT AND VALIDATION OF HPTLC METHOD FOR DETERMINATION OF VASICINE IN POLYHERBAL COUGH SYRUP,,,,,
STANDARD MANUFACTURING PROCEDURE OF CHATUSH-SHASHTI- PRAHARI PIPPALI CHURNA PREPARED BY DIFFERENT METHODS,,,,,
FORMULATION DEVELOPMENT AND PRELIMINARY PHYSICO-CHEMICAL CHARACTERIZATION OF KUSHTHA TAILA,,,,,
PHARMACOGNOSTIC AND PHYTOCHEMICAL EVALUATION OF FRUIT PULP OF TAMARINDUS INDICA LINN.,"1. Kalpesh Panara, 2. CR. Harisha, 3. VJ.Shukla.",International Journal of Ayurvedic Medicine,2014,5,1
SIGNIFICANCE OF STANDARD OPERATING PROCEDURE IN SAFETY PROFILE OF RASAUSHADHIES WITH SPECIAL REFERENCE TO KUPILU SHODHAN,,,,,
PHARMACOGNOSTICAL AND PHYSICOCHEMICAL EVALUATION OF CHITRAKA HARITAKI AVALEHA: A COMPOUND AYURVEDIC FORMULATION,,,,,
PRELIMINARY PHYTOCHEMICAL ANALYSIS OF AMARANTHUS POLYGONOIDES.,,,,,
PREPARATION AND PHYTOCHEMICAL EVALUATION OF NAVAKARSHIKA KASHAYA AND ITS GHANA,,,,,
USE OF KARANJ OIL (PONGAMIA GLABRA) IN TOPICAL FORMULATION.,,,,,
PHARMACOGNOSTIC STUDY AND PHYTOCHEMICAL INVESTIGATION OF LYCOPERSICON ESCULENTUM (TOMATO) FLOWER EXTRACTS.,,,,,
DEVELOPMENT AND EVALUATION OF POLYHERBAL FORMULATION FOR HAIR COLORANT,,,,,
ANATOMICAL STUDIES ON THE SEEDS OF ALTERNANTHERA SESSILIS LINN.,,,,,
A METHOD IN THE PREPARATION OF TEEKSHANA KSHARA AND IT'S PRACTICE IN HAEMORRHOIDS,,,,,
HPLC METHOD DEVELOPMENT FOR EMBELIN ESTERS DERIVATIVES,"1. Ayyavoo Kaliyan, 2. Vijay D Gangan, 1. Trupti Bamne.",International Research Journal of Pharmacy,2014,5,6
COMPARATIVE PHARMACOGNOSTICAL EVALUATION OF THREE SOURCE DRUGS OF TRIVRUT,,,,,
STANDARD MANUFACTURING PROCEDURE OF NAGA BHASMA BY USING ARKA DUGDHA (LATEX OF Calotropis procera),,,,,
A REVIEW ON MARINE ORIGINATED DRUG TRADITION IN AYURVEDA,,,,,
INGREDIENTS IDENTIFICATION AND QUALITY CONTROL EVALUATION OF SHWADANSHTRADI TAILA: AN AYURVEDIC FORMULATION,,,,,
"PHYSICOCHEMICAL EVALUATION, NUTRACEUTICAL COMPOSITION AND HPLC-UV FINGERPRINT OF HELICANTHUS ELASTICA (DESR.) DANSER (INDIAN MANGO MISTLETOE)",,,,,
ANALYTICAL AND CHEMICAL STANDARDISATION STUDIES ON TERMINALIA CATAPPA BARK,,,,,
MICROMORPHOLOGICAL AND HISTOCHEMICAL LOCALISATION STUDIES ON AERIAL PARTS OF CENTRATHERUM PUNCTATUM Cass. A TRADITIONAL DRUG SOURCE,,,,,
STUDIES ON PRELIMINARY PHYTOCHEMICAL SCREENING OF DIFFERENT EXTRACTS OF CENTRATHERUM PUNCTATUM Cass. - A TRADITIONAL WOUND HEALER,,,,,
CHEMICAL STANDARDIZATION STUDIES ON CAPPARIS SPINOSA L.,,,,,
QUALITY CONTROL STUDIES ON LUFFA ACUTANGULA L.,"2. S. ManikandaSelvi, 1. P. Brindha.",International Journal of Pharmacy and Pharmaceutical Sciences,2014,6,1
BOTANICAL STANDARDIZATION STUDIES ON TAMARINDUS INDICA-BARK,,,,,
CENTRATHERUM PUNCTATUM CASS. - A HERBAL DIETARY SUPPLEMENT IN THE MANAGEMENT OF CANCER,,,,,
QUALITY CONTROL STUDIES ON CHANDRAPRABHAVATI,,,,,
HERBAL NUTRACEUTICALS IN THE MANAGEMENT OF CANCER AND CHRONIC DISEASES-A SELECT STUDY,,,,,
PHYSICO-CHEMICAL PROFI LE OF PUGA KHANDA: A PRELIMINARY STUDY,,,,,
PROCESS STANDARDIZATION AND CHARACTERIZATION OF RAJATA SINDURA,,,,,
"QUALITY CONTROL EVALUATION OF KESHAMASI, KESHANJANA AND KESHAMASI EYE OINTMENT",,,,,
PHYTOCHEMICAL AND ANALYTICAL EVALUATION OF JYOTISHMATI (CELASTRUS PANICULATUS WILLD.) LEAF EXTRACTS,,,,,
COMPARATIVE EVALUATION OF ARKA LAVANA - AN AYURVEDIC HERBOMINERAL FORMULATION,,,,,
DETERMINATION OF BIOACTIVE COMPONENTS OF ASYSTATIA TRAVANCORICA BEDD (ACANTHACEAE) BY GC-MS ANALYSIS.,"1. T. Komalavalli, 2. M. Packia Lincy, 1. S.Muthukumarasamy, 2. V.R. Mohan.",International Journal of Pharmaceutical and Clinical Research,2014,6,2
ATOMIC ABSORPTION SPECTROSCOPIC DETERMINATION OF FEW MAJOR AND TRACE ELEMENTS IN NATURES FINEST MEDICINE (WHEATGRASS JUICE POWDER) TRITICUM AESTIVUM L. AND THEIR POSSIBLE CORRELATION WITH REPORTED THERAPEUTIC ACTIVITIES: PART-I,,,,,
DETERMINATION OF AFLATOXINS IN IRANIAN NUTS USING HPLC METHOD.,,,,,
STANDARDIZATION AND QUALITY EVALUATION OF CASSIA SURATTENSIS SEED EXTRACT.,,,,,
COMPARATIVE STUDY OF THE IN VITRO ANTIBACTERIAL ACTIVITY OF FRUIT EXTRACTS OF WILD (SMALL) AND BANARASI (BIG) VARIETIES OF EMBLICA OFFICINALIS GAERTN.,,,,,
DIVERSIFIED USES OF COW URINE,,,,,
ANALYSIS OF COW'S URINE FOR DETECTION OF LIPASE ACTIVITY AND ANTI-MICROBIAL PROPERTIES.,,,,,
SHATA-DHAUTA-GHRITA- A CASE STUDY,,,,,
TRIVIDHA SNEHAPAKA OF PANCHAGAVYA GHRITA: A CRITICAL COMPARATIVE EVALUATION,,,,,
MICROWAVE-ASSISTED EXTRACTION AND RAPID ISOLATION OF URSOLIC ACID FROM THE LEAVES OF EUCALYPTUSHYBRIDA MAIDEN AND ITS QUANTIFICATION USING HPLC-DIODE ARRAY TECHNIQUE,,,,,
MICROWAVE EXTRACTION AND RAPID ISOLATION OF ARJUNIC ACID FROM TERMINALIA ARJUNA (ROXB. EX DC.) STEM BARK AND QUANTIFICATION OF ARJUNIC ACID AND ARJUNOLIC ACID USING HPLC-PDA TECHNIQUE,"1. Subash Chandra Verma, 2. Chhoten Lal Jain, 1. Madan Mohan Padhi, 1. Ramesh Babu Devalla.",Journal of Separation science,2012,35,13
CHEMICAL ANALYSIS OF KASTURI,,,,,
STANDARDIZATION OF SHODHITA NAGA WITH SPECIAL REFERENCE TO THERMOGRAVIMETRY AND INFRA-RED SPECTROSCOPY,,,,,
PHARMACOGNOSTICAL AND PHYTOCHEMICAL EVALUATION OF AGASTYA HARITAKI RASAYANA - A COMPOUND AYURVEDIC FORMULATION,,,,,
"PHYTOCHEMICAL EVALUATION OF CHURNA OF VIDARI (PUERARIATUBEROSA, ROXB.)",,,,,
PHARMACOGNOSTICAL EVALUATION OF KUSHMANDA (BENINCASA HISPIDA (THUMB.) CONG) BEEJA,,,,,
PHARMACOGNOSTICAL STANDARDIZATION OF LEAVES OF PARNAYAVANI (COLEUS AMBOINICUS LOUR.),,,,,
MICROBIAL EVALUATION OF LIMNOPHILA RUGOSA ROTH. (MERR) LEAF,,,,,
SHELF-LIFE EVALUATION OF RASAYANA CHURNA: A PRELIMINARY STUDY,,,,,
MONITORING SEASONAL VARIATION OF EPICATECHIN AND GALLIC ACID IN THE BARK OF SARACA ASOCA USING REVERSE PHASE HIGH PERFORMANCE LIQUID CHROMATOGRAPHY (RP-HPLC) METHOD,,,,,
ROLE OF THIN-LAYER CHROMATOGRAPHY IN ASCERTAINING KASHAYA RASA (ASTRINGENT TASTE) IN MEDICINAL PLANTS ON THE CONCEPT OF SAMANA AND VICHITRA PRATYAYARABDHA PRINCIPLES OF AYURVEDA,"1. Rasika H Kolhe, 1. Rabinarayan Acharya, 2.Vinay J Shukla.",AYU,2014,35,2
GAS CHROMATOGRAPHY AND MASS SPECTROMETRIC ANALYSIS OF PADINA PAVONIA (L.) LAMOUR,,,,,
PHARMACOGNOSTIC EVALUATION OF WITHANIA COAGULANS DUNAL (SOLANACEAE) - AN IMPORTANT ETHNOMEDICINAL PLANT,,,,,
"SOME NEW REPORTS FOR THE FLORA OF YAVATMAL DISTRICT (M.S.), INDIA",,,,,
CRITICAL EVALUATION OF THE POTENT ANTIDIABETIC DRUG PLANT GYMNEMA SYLVESTRE (RETZ) R. BR. OF ASCLEPIDACEAE AND MERREMEIA DISSECTA (JACQUIN) HALLIER F. OF CONVOLVULACEAE,,,,,
PHARMACOGNOSTIC STUDY OF ADHATODA VASICA NEES,,,,,
ANTIFUNGAL ACTIVITY OF LEAF AND LATEX EXTRACTS OF CALOTROPIS PROCERA (AIT.) AGAINST DOMINANT SEED-BORNE STORAGE FUNGI OF SOME OIL SEEDS,,,,,
DOOSHIVISHARIAGADA - A HERBO-MINERAL COMPOUND AND ITS STANDARDIZATION,,,,,
DEVELOPMENT & EVALUATION OF HERBAL FAST DISSOLVING TABLET OF BAUHENIA VERIAGATA LINN,,,,,
DEVELOPMENT AND VALIDATION OF A RP-HPLC METHOD FOR THE SIMULTANEOUS DETERMINATION OF LUTEOLIN AND APIGENIN IN HERB OF ACHILLEA MILLEFOLIUM L.,,,,,
RESEARCH ON QUANTITATIVE CONTENT OF LECTINS IN PLANTS OF THE GERANIUM L. GENUS,"1. Lyubov Rybak, 2. Galina Rudik.",The Pharma Innovation,2013,2,6
ANTHOCYANINS PROFILING OF PRUNELLA VULGARIS L. GROWN IN UKRAINE,,,,,
EFFECT OF ELICITOR ON QUERCETIN PRODUCTION IN CELL CULTURES OF CITRULLUS COLOCYNTHIS (LINN.) SCHRAD,,,,,
RESEARCH PHENOLIC COMPOUNDS MALVA SYLVESTRIS BY HIGH PERFORMANCE LIQUID CHROMATOGRAPHY,,,,,
PRELIMINARY PHYTOCHEMICAL ANALYSIS OF LEAF AND BARK (MIXTURE) EXTRACT OF FICUS INFECTORIA PLANT,,,,,
MUCUNA NIVEA DC. A MEMBER OF FABACEAE: PRELIMINARY PHYTOCHEMICAL ANALYSIS,,,,,
SPECTROPHOTOMETRIC METHOD FOR SIMULTANEOUS ESTIMATION OF ORNIDAZOLE AND CURCUMIN IN PURE FORM,,,,,
FORMULATION DEVELOPMENT AND EVALUATION OF ANTIDIABETIC POLYHERBAL TABLET,,,,,
"MICROBIOLOGICAL, PHYSICOCHEMICAL ANALYSIS AND SENSORY EVALUATION OF HERBAL YOGURT",,,,,
RESEARCH OF COMPONENT COMPOSITION OF RUTA GRAVEOLENS L. HERB ESSENTIAL OIL,,,,,
RESEARCH OF THE AMINO ACID COMPOSITION OF AGRIMONIA EUPATORIA,"N. M. Huzio, A. R. Grytsyk.",The Pharma Innovation,2015,4,2
CRUDE DRUGS IDENTIFICATION: A CASE STUDY (PART-I).,,,,,
PHARMACOGNOSTICAL EVALUATION OF LEAF AND STEM OF LAUNAEA SARMENTOSA (WILLD.) SCHULTZ.-BIP.EX KUNTZE.,,,,,
"OXALATE CONTENT OF GREEN TEA OF DIFFERENT ORIGIN, QUALITY, PREPARATION AND TIME OF HARVEST",,,,,
ACCUMULATION AND TRENDS IN DISTRIBUTION OF THREE TRITERPENOIDS IN VARIOUS PARTS OF ACHYRANTHES COYNEI DETERMINED USING RP-UFLC ANALYSIS,,,,,
ORTHOGONAL TEST DESIGN FOR OPTIMIZING THE EXTRACTION OF TOTAL FLAVONOIDS FROM INULA HELENIUM,,,,,
STABILITY INDICATING STUDIES ON NMITLI 118RT(STANDARDIZED EXTRACT OF WITHANIA SOMNIFERA DUNAL),,,,,
PHARMACOLOGICAL INVESTIGATIONS OF ECLIPTA ALBA EXTRACT FRACTIONS (WHOLE PLANT),,,,,
MULTIPLE SHOOT REGENERATION AND EFFECT OF SUGARS ON GROWTH AND NITIDINE ACCUMULATION IN SHOOT CULTURES OF TODDALIA ASIATICA,,,,,
ASSAY METHOD FOR QUALITY CONTROL AND STABILITY STUDIES OF A NEW ANTI-DIABETIC AND ANTI-DYSLIPIDEMIC FLAVONE (S002-853),"1. Arshi Naqvi, 1. Anuja Pandey, 1. Varsha Gupta, 1. Richa Malasoni, 1. Akansha Srivastava, 1. Rishi Ranjan Pandey, 2.M Satyanarayana, 2. Ram Pratap, 1. Anil Kumar Dwivedi.",Pharmacognosy Magazine,2015,11,42
METHOD DEVELOPMENT AND VALIDATION FOR SIMULTANEOUS ESTIMATION OF QUERCETIN AND RUTIN IN BARK OF SARACA ASOCA AND HERBAL FORMULATION BY HPTLC,,,,,
PHYTOCHEMICAL AND HPTLC FINGERPRINT ANALYSIS OF TERMINALIA ARJUNA (ROXB) WIGHT & ARN. IN DIFFERENT SOLVENT EXTRACTS,,,,,
PHYTOCHEMICAL COMPOSITIONS OF VOLATILE OIL FROM BLUMEA BALSAMIFERA AND THEIR BIOLOGICAL ACTIVITIES,,,,,
THE FOLKLORE MEDICINAL ORCHIDS OF SIKKIM,,,,,
